,MPIESM12,GISSE2R,IPSLCM5A,CCSM3,HadGEM2ES,CESM104,ECHAM5MPIOM,FAMOUS,CNRMCM61,HadCM3L,MPIESM11
216,5.2048035,3.6261292,6.2001953,3.9481506,6.7713013,5.374542,7.407593,11.064575,7.0994873,5.064575,5.147217
217,5.355774,3.579773,6.04599,3.9210815,6.7934265,5.2802734,7.4846497,10.941498,6.940979,5.042694,5.120819
218,5.527527,3.6869202,5.9463806,4.0252075,6.7954407,5.1127625,7.2536316,10.8767395,7.0568542,4.870056,5.1610413
219,5.3637695,3.6727905,6.040344,4.011444,6.8693237,5.2413635,7.36792,10.797302,7.0755615,4.892853,5.262451
220,5.255493,3.6847534,6.2290344,4.1593018,6.7769775,5.371155,7.7569275,10.954681,7.2462463,4.808716,5.129181
221,5.225403,3.7296753,5.9920044,3.9804077,6.8337708,5.2356567,7.3181763,11.066162,6.973816,4.8872986,5.0832214
222,5.2852173,3.7408752,6.06485,4.0582886,6.7622375,5.11145,7.376892,10.984924,7.151703,4.839813,5.2414856
223,5.1219177,3.6990967,6.2436523,3.888031,6.6415405,5.0826416,7.565399,10.869202,7.149536,4.8839417,5.2926025
224,5.0395813,3.7072754,6.139038,3.9185486,6.7858276,5.3220825,7.4367065,11.062042,6.928131,5.0648193,5.553833
225,4.9832153,3.6804504,6.0863953,3.9255066,6.745636,5.3991394,7.5850525,10.847443,7.044342,5.018036,5.288971
226,5.107849,3.653778,6.132721,3.9552307,6.759033,5.262512,7.695984,10.86084,6.7855835,5.053833,5.0599976
227,5.1896973,3.5862427,6.083679,3.9527588,6.726532,5.226837,7.7740784,10.929352,6.943512,5.127411,5.128998
228,5.1915283,3.6863403,6.075348,4.0539856,6.725128,5.1707153,7.674225,10.843933,6.81546,5.043274,5.1361084
229,5.169464,3.6044617,6.0167236,3.9653625,6.6210938,5.3268127,7.663147,10.761108,6.9231567,5.032715,5.2339478
230,5.3546143,3.6772766,6.1696167,4.05896,6.7918396,5.393799,8.037079,10.932983,6.92572,5.0106506,5.3804626
231,5.2673035,3.6748657,6.1815186,4.0118103,6.726013,5.220337,7.9286804,10.937225,7.1127014,5.120575,5.4372864
232,5.090637,3.6354675,6.215271,4.1983337,6.7735596,5.1638794,7.5027466,10.872528,7.0246887,5.045929,5.3399353
233,4.970398,3.6455688,6.0190125,4.1804504,6.733246,5.1618347,7.5928345,10.721008,6.915436,5.075836,5.234314
234,4.9457397,3.6716614,6.132019,4.1663513,6.681244,5.2279053,7.51297,10.813751,7.1093445,5.032776,5.307831
235,5.1506653,3.6944885,6.0073547,4.1236267,6.556244,5.2593384,7.487793,10.919678,7.0083313,5.0376587,5.393341
236,5.228119,3.6542664,6.11203,4.033966,6.8590393,5.211334,7.679962,11.037598,6.895172,5.0704346,5.2810974
237,5.3390503,3.7145996,5.815155,4.085968,6.8397827,5.0989075,7.736847,11.048981,7.024597,5.192444,5.2577515
238,5.276184,3.5875244,5.9482117,3.9956665,6.7314453,5.11026,7.651245,11.1744995,7.0852356,5.0921936,5.1822815
239,5.1569214,3.6410217,5.8783264,4.014618,6.884308,5.3403015,7.6098633,11.082764,7.012909,5.069031,5.223755
240,5.139374,3.6525269,6.13385,4.0953674,6.8653564,5.3792725,8.002533,11.157654,6.9776917,5.12735,5.337219
241,5.2156982,3.6899414,6.174164,4.0559998,6.827362,5.167053,8.014679,11.030731,7.0698853,5.102844,5.368805
242,5.09021,3.7471924,6.246277,3.9547424,6.9226074,5.0664673,7.6034546,11.024475,7.0474854,4.9670105,5.3483276
243,5.3029175,3.791687,6.229645,3.8296204,6.8954163,5.154907,7.69046,10.914612,7.022705,4.859192,5.309601
244,5.3867188,3.7687988,6.1845703,3.9787598,6.834259,5.3375244,7.8201294,10.759674,7.0317993,5.07959,5.245575
245,5.517578,3.7728577,6.1346436,4.128479,6.9694824,5.033661,7.824463,10.854431,6.9811707,5.19223,5.3237915
246,5.428894,3.835266,6.2901,4.1086426,6.899414,5.0885925,7.7216797,11.145477,6.9915466,5.07016,5.3912354
247,5.3302307,3.7539368,6.245941,4.1135864,7.0329895,5.227936,8.087189,11.007507,7.1571045,4.847168,5.231476
248,5.472687,3.786316,6.1682434,4.165161,6.9572144,5.3143005,7.9836426,11.0824585,7.1072693,5.1042786,5.4091187
249,5.2333984,3.8164673,6.217865,4.11084,7.0352173,5.256073,7.8548584,11.0902405,7.191803,5.1671143,5.565338
250,5.3835754,3.736847,6.2416077,4.041565,6.9506226,5.2547913,8.188568,11.241486,6.980133,5.122406,5.470825
251,5.59256,3.8332825,6.144104,4.0930786,6.971649,5.275635,8.111877,11.201355,7.058075,5.096466,5.256653
252,5.554596,3.7590942,6.091736,4.056885,6.929291,5.1190796,7.95578,11.076294,7.289337,5.1450806,5.3391724
253,5.359192,3.7032776,6.265625,4.1320496,6.9552307,5.055786,8.305115,11.1008,7.320099,5.001709,5.4023438
254,5.3086853,3.7214355,6.2648315,4.159912,6.9375305,5.2550964,8.24707,11.110718,7.2257385,4.9721985,5.41391
255,5.4673157,3.7251282,6.2313538,4.248871,6.8957825,5.458954,7.7128906,11.160431,7.196228,5.0007324,5.3762207
256,5.2693787,3.7589111,6.311157,4.1580505,6.8782043,5.3282166,7.6855164,11.193848,7.1013184,5.1032715,5.272705
257,5.0589905,3.6870728,6.2890015,3.948944,6.835663,5.1085815,7.769043,11.061157,7.422821,5.2222595,5.3741455
258,5.2983093,3.78714,6.047455,4.0989685,6.929291,5.1848755,8.211212,11.054596,7.19635,5.217041,5.37558
259,5.4483337,3.713745,6.2304077,4.026825,6.801117,5.393982,8.315186,11.285889,7.3661194,5.124054,5.242401
260,5.4121704,3.627655,6.1566772,4.104492,6.8154907,5.3335266,7.8165283,11.102539,7.2137756,5.164917,5.212555
261,5.459198,3.7026978,6.129059,4.1421204,6.939911,5.062744,7.8250427,10.992035,7.190979,4.934723,5.176056
262,5.1544495,3.6322632,6.130707,4.1434937,7.0006104,5.135071,7.9489746,11.16095,7.2149353,4.8250427,5.3985596
263,4.990082,3.6792297,6.050598,4.132965,6.848358,5.326996,7.945862,11.228882,7.3737793,5.009186,5.3483276
264,5.2085876,3.842682,6.2226562,4.1483154,6.763672,5.2471924,7.802307,11.164246,7.0567017,5.2481995,5.2246704
265,5.2497864,3.8275452,6.2285767,4.1359253,6.8069153,5.218109,7.9009094,11.381073,7.13916,5.271454,5.2163696
266,5.2726746,3.8052673,6.2743225,4.1705933,6.8016357,5.2106934,7.8361816,11.488892,7.1202087,5.168274,5.304016
267,5.457489,3.780487,6.4480286,4.210907,6.7695007,5.172577,8.075836,11.239258,7.136841,5.054901,5.33963
268,5.4378357,3.7332458,6.442047,4.3093567,6.894104,5.1104126,8.103302,11.194763,7.25177,4.981964,5.541687
269,5.099182,3.7563477,6.182678,4.222168,6.8332825,5.2861023,8.466797,11.187958,7.0885315,4.94516,5.482239
270,5.1987915,3.813202,6.2303467,4.1582336,6.8205566,5.2713623,8.1203,11.180908,7.1427917,4.9392395,5.421631
271,5.376068,3.7743835,6.250519,4.238373,6.8722534,5.168335,7.829254,11.392273,7.270752,5.109192,5.352661
272,5.4813232,3.7115173,6.3452454,4.205597,6.9506836,5.1225586,7.938507,11.542328,7.4442444,5.2337646,5.3388977
273,5.5841675,3.744995,6.2638245,4.088867,6.974518,5.2371826,8.035461,11.480438,7.3550415,5.0988464,5.622864
274,5.3549805,3.66333,6.1997986,4.2266846,7.0233154,5.20105,7.9702454,11.475739,7.3112183,5.0761414,5.480316
275,5.4161987,3.7181702,6.341217,4.1662292,7.0217896,5.0693665,8.31662,11.190338,7.308258,5.103668,5.435669
276,5.433563,3.6801758,6.1069336,4.0900574,7.1045227,5.260376,8.349243,11.331299,7.337982,5.1973267,5.45813
277,5.4394836,3.6985474,6.1952515,4.092743,6.977661,5.3444214,8.323059,11.538788,7.21698,5.0401,5.4313354
278,5.525543,3.8040771,6.152527,4.0953064,6.8731384,5.34787,8.296875,11.3420105,7.2608337,5.169861,5.2226562
279,5.469391,3.8376465,6.267395,4.0599976,6.8977966,5.187256,8.117828,11.228485,7.2856445,5.0750427,5.362915
280,5.42218,3.7764282,6.3030396,4.160309,6.98114,5.2477417,7.9626465,11.342346,7.144562,4.7749634,5.4425354
281,5.3151245,3.7227173,6.134308,4.062622,7.022156,5.3332825,7.9733276,11.512695,7.1454163,4.737854,5.572113
282,5.359894,3.7399292,6.2677,4.0750732,6.9158325,5.1579895,8.105743,11.345184,7.3312683,5.071289,5.676819
283,5.398926,3.8205261,6.418457,3.9887085,6.884094,5.3904724,8.12027,11.311035,7.2523193,5.1589355,5.453125
284,5.418457,3.8674622,6.571167,4.000885,6.8895874,5.5668945,7.980896,11.310303,7.365753,5.0154724,5.371826
285,5.4845886,3.9135742,6.392517,4.0443726,6.9098816,5.5128784,7.9776306,11.36618,7.1466675,5.0152893,5.5910645
286,5.345764,3.8849182,6.4289856,4.105774,6.978302,5.246216,8.435974,11.493317,7.3837585,5.0176086,5.553131
287,5.444519,3.7716675,6.347229,4.120453,7.1170654,5.1567383,8.35614,11.3909,7.209778,4.9970093,5.290619
288,5.4086914,3.7095032,6.2920227,4.055542,7.010956,5.107147,7.861603,11.220398,7.202179,5.232605,5.3460693
289,5.3124084,3.7164001,6.2637024,4.021179,7.11911,5.2660522,8.0155945,11.373322,7.3270874,5.138916,5.3153687
290,5.4549866,3.704834,6.159912,4.107147,7.1815186,5.2612,7.996216,11.488403,7.3923035,5.0499268,5.3289795
291,5.459076,3.7322998,6.26416,4.0579224,7.2769165,5.177002,8.02301,11.482391,7.4100037,4.96817,5.4737244
292,5.2691956,3.750122,6.363739,4.2058716,7.179077,5.2919006,7.956421,11.320801,7.1860046,5.098938,5.47995
293,5.240692,3.7700806,6.514038,4.226227,7.184021,5.426544,8.057037,11.278595,7.3795776,5.2027283,5.3631897
294,5.3546143,3.7969055,6.2762146,4.2501526,7.0848694,5.3647156,8.18158,11.419617,7.3019714,5.2171326,5.4329224
295,5.474182,3.7669373,6.276825,4.169159,6.906616,5.34079,8.023712,11.5312195,7.0881042,5.277954,5.4463196
296,5.490326,3.7288513,6.355255,4.2030334,6.995697,5.2378845,8.222534,11.534241,7.2129517,5.34317,5.7177734
297,5.4497375,3.735077,6.4507446,4.2201843,7.0305176,5.338806,8.669373,11.450684,7.2441406,5.2001343,5.7290344
298,5.4314575,3.7603455,6.3258667,4.247345,7.149231,5.350403,8.207214,11.473267,7.18808,5.1230164,5.66687
299,5.5346985,3.7558594,6.3139954,4.2406006,7.101013,5.136322,8.274963,11.525635,7.4897156,5.1954346,5.495178
300,5.37912,3.8074646,6.241913,4.395508,7.1430054,5.060364,8.08313,11.357605,7.2996216,5.223694,5.470337
301,5.35437,3.7303162,6.1431885,4.2210083,7.180481,5.1084595,8.125519,11.570404,7.4014893,5.161194,5.511383
302,5.45105,3.740448,6.3176575,4.212311,7.155121,5.4500427,8.09021,11.635223,7.326538,5.0093384,5.457306
303,5.5498657,3.779602,6.3125,4.2440796,7.197296,5.436798,8.001404,11.411072,7.250641,4.986206,5.4735107
304,5.463318,3.845581,6.3504333,4.162628,7.2349243,5.219696,8.143311,11.4947815,7.352722,5.0932007,5.517151
305,5.6720886,3.795227,6.3718567,4.236511,7.2535095,5.264282,8.2864685,11.502319,7.3875732,5.191864,5.5802
306,5.8102417,3.7287598,6.473358,4.127655,7.2719116,5.421417,8.331451,11.622528,7.2724304,5.110565,5.5419617
307,5.6793823,3.8031616,6.4394226,4.173706,7.2752686,5.3085327,8.493195,11.555298,7.269806,5.286804,5.6619873
308,5.465332,3.7913818,6.2698364,4.1455383,7.134186,5.4631653,8.554626,11.63324,7.247864,5.159668,5.7525635
309,5.4809875,3.8399963,6.39505,4.226013,7.132782,5.524719,8.200653,11.649475,7.4093933,5.1981506,5.7677307
310,5.5263977,3.8435059,6.294922,4.059021,7.117981,5.414856,8.117859,11.486908,7.329651,5.0530396,5.6871033
311,5.4677124,3.8630066,6.4604187,3.9945068,7.092743,5.4373474,8.093903,11.621613,7.2807617,5.1608276,5.2887573
312,5.309387,3.850891,6.346161,4.161194,6.9926453,5.3766785,8.256622,11.593079,7.391571,5.3974,5.227051
313,5.497406,4.0285034,6.3953247,4.1097107,7.060486,5.2194824,8.169464,11.547668,7.2171936,5.2277527,5.3179016
314,5.7079773,3.9909973,6.369293,4.137848,7.230133,5.143219,8.135864,11.422211,7.282074,4.9573975,5.4264526
315,5.638489,3.9707336,6.5405884,4.093109,7.138916,5.156433,8.305511,11.719635,7.1521606,4.8833313,5.5368958
316,5.540436,3.9469604,6.4714966,4.187744,7.035919,5.4448547,8.287445,11.745728,7.26532,4.9391785,5.4767456
317,5.507904,3.9674988,6.546814,4.321991,7.011841,5.365906,8.361542,11.670288,7.3731384,5.0921326,5.579895
318,5.6433105,3.924408,6.4813232,4.1511536,7.0081177,5.2173767,8.351166,11.677704,7.278412,5.299103,5.605072
319,5.684845,3.9389648,6.47348,4.2295227,7.2491455,5.3309937,8.121246,11.51709,7.467926,5.2355347,5.3720703
320,5.4940186,3.990326,6.411072,4.1994324,7.214203,5.337738,8.223511,11.601868,7.3571167,5.17688,5.3013
321,5.254242,3.8822021,6.4749756,4.2272644,7.182312,5.447296,8.239624,11.612183,7.1125793,5.186554,5.2377014
322,5.3701477,3.9039307,6.376465,4.197815,7.26355,5.251404,8.387543,11.595215,7.261627,5.2148438,5.367798
323,5.527527,4.004608,6.5552063,4.143219,7.2076416,5.2101135,8.477264,11.690186,7.357727,5.236664,5.5360413
324,5.5020447,3.9371033,6.429291,4.1750183,7.1088257,5.296417,8.056946,11.77478,7.4141235,5.2597046,5.4737244
325,5.4749756,4.004822,6.5082703,4.200531,7.0057373,5.322052,8.253876,11.8532715,7.5398254,5.185974,5.4610596
326,5.429352,3.9468994,6.481018,4.191925,7.1224976,5.433777,8.249725,11.807159,7.4696045,5.1593323,5.3499146
327,5.387451,3.8282776,6.4947205,4.279999,7.131958,5.496063,8.368713,11.632874,7.4217834,5.149353,5.4587708
328,5.580475,3.8404846,6.3978577,4.4608765,7.301605,5.40506,8.543915,11.690918,7.3987427,5.0277405,5.5076904
329,5.5685425,3.815277,6.448578,4.269745,7.107025,5.228058,8.001251,11.752441,7.4197693,4.935425,5.352539
330,5.800934,3.8085938,6.2607727,4.2326355,7.0293884,5.238861,8.258423,11.720428,7.4419556,5.0424805,5.308716
331,5.593567,3.8641663,6.196594,4.1753235,7.076782,5.3724976,8.318939,11.79422,7.3819885,5.123596,5.4619446
332,5.584259,3.857666,6.196228,4.15921,7.1052246,5.4959106,8.223938,11.647247,7.3948975,5.2101135,5.4504395
333,5.5802307,3.8269958,6.295288,4.173828,7.1199646,5.4161377,8.6701355,11.720947,7.3902893,5.351654,5.5320435
334,5.626129,3.7846985,6.20047,4.273346,7.304474,5.398529,8.57666,11.78125,7.3890076,5.2791443,5.43219
335,5.614441,3.8230896,6.40152,4.2045593,7.173706,5.366791,8.208557,11.774658,7.3632812,5.399994,5.422699
336,5.664612,3.8396912,6.590332,4.184082,7.073456,5.20459,8.520966,11.842987,7.4621277,5.248291,5.3748474
337,5.5138855,3.7947998,6.5025635,4.0639343,7.0516663,5.3057556,8.75766,11.689514,7.447998,5.1954346,5.672394
338,5.6491394,3.763153,6.47937,4.0867615,7.210327,5.442871,8.543732,11.720612,7.5350647,5.054413,5.7843018
339,5.6813354,3.8810425,6.408722,4.08432,7.2309875,5.467743,8.206085,11.675812,7.42276,5.0648193,5.450653
340,5.649933,3.9125671,6.4462585,4.157196,7.1253357,5.445282,8.401978,11.779907,7.2890625,5.2148438,5.2855225
341,5.6512756,3.83313,6.7565613,4.1564636,7.10968,5.359009,8.42865,11.904175,7.320099,5.166748,5.233032
342,5.802704,3.9067688,6.468567,4.3263245,7.142975,5.282196,8.286072,11.815399,7.5720825,5.159485,5.3457947
343,5.8863525,3.8750916,6.5670776,4.2935486,7.1525574,5.3484497,8.194824,11.616241,7.6214905,5.2506104,5.67395
344,5.694458,3.8815918,6.433075,4.2061462,7.194397,5.5432434,8.25415,11.792786,7.5658875,5.1220703,5.785309
345,5.471039,3.856842,6.3475647,4.2581177,7.2011414,5.623749,8.54303,11.835358,7.6848755,5.0494385,5.7358093
346,5.3948364,3.8572693,6.285553,4.2384033,7.201294,5.423218,8.239716,11.868866,7.735962,5.1917725,5.374359
347,5.572113,3.908142,6.405884,4.3650513,7.12912,5.316101,8.458679,11.679504,7.6751404,5.2772217,5.4789734
348,5.7343445,3.874176,6.350067,4.2206116,7.212097,5.3910217,8.544708,11.767639,7.7082825,5.3094482,5.4555054
349,5.7559204,3.9405823,6.395569,4.293091,7.208893,5.4801025,8.521027,11.701508,7.4664917,5.2952576,5.423004
350,5.5429688,3.888153,6.3780823,4.11499,7.0901794,5.4419556,8.600739,11.600494,7.6557007,5.4341125,5.625763
351,5.3256836,3.9236145,6.5410156,4.1818237,7.0647583,5.5145874,8.769257,11.704163,7.5290527,5.2785034,5.638855
352,5.4893494,3.841339,6.487976,4.2241516,7.16864,5.494629,8.497101,11.871613,7.5941772,5.2523193,5.768158
353,5.7407837,3.816101,6.582123,4.0322876,7.195099,5.465973,8.386383,11.782043,7.453644,5.41864,5.8126526
354,5.43219,3.8766785,6.395355,4.050659,7.302765,5.4445496,8.248291,11.734558,7.502594,5.268219,5.735138
355,5.2857666,3.9118652,6.662628,4.121155,7.21933,5.446991,8.389862,11.756134,7.4864807,5.039398,5.6569824
356,5.5150757,3.8763733,6.583893,4.189209,7.1680603,5.4375,8.654572,11.598053,7.563843,5.16803,5.6965637
357,5.5914917,3.8624573,6.47818,4.2535095,7.131378,5.619293,8.919067,11.809662,7.5854187,5.345825,5.6913757
358,5.4707336,3.8441467,6.7029724,4.141754,7.1516724,5.493469,8.501129,11.827637,7.559784,5.3876038,5.537201
359,5.5195312,3.9072876,6.612488,4.1838074,7.22641,5.471924,8.502258,11.591522,7.586914,5.414856,5.428833
360,5.515808,3.9175415,6.485565,4.1894226,7.1552734,5.7619324,8.441162,11.790588,7.534546,5.301056,5.5642395
361,5.480316,3.9703674,6.3357544,4.1305237,7.1221313,5.7540894,8.488068,11.765442,7.6801147,5.375,5.568573
362,5.5015564,3.976471,6.499878,4.2571716,7.1196594,5.501526,8.630157,11.678253,7.6433716,5.440918,5.643219
363,5.457672,3.911438,6.3586426,4.125305,7.1085205,5.2809143,8.809235,11.713013,7.5266113,5.2935486,5.7997437
364,5.522644,3.9326477,6.566223,4.006531,7.210327,5.401825,8.521271,11.862183,7.5082397,5.0740967,5.732239
365,5.5520935,3.8647766,6.617981,4.0072327,7.40213,5.575714,8.315857,11.940338,7.401367,5.133606,5.5143433
366,5.4175415,3.9259338,6.705414,4.1812134,7.2094727,5.595703,8.346191,11.7942505,7.530304,5.159607,5.511383
367,5.4562073,3.8970642,6.6442566,4.066345,7.304077,5.646637,8.322296,11.786285,7.4595337,5.2063293,5.724701
368,5.6747437,3.8242798,6.637329,4.1307373,7.3131104,5.5407715,8.629272,11.810394,7.5997925,5.087982,5.765686
369,5.5092773,3.8475952,6.6102295,4.1040955,7.3770447,5.614044,8.764435,11.8229065,7.5629883,5.004608,5.714966
370,5.625519,3.874115,6.6553955,4.08374,7.4076843,5.615448,8.2873535,11.852753,7.344391,5.138733,5.803253
371,5.802948,3.8394165,6.430603,4.1769714,7.351776,5.3878784,8.567047,11.904327,7.3407288,5.170471,5.8164062
372,6.004242,3.771515,6.462097,4.329895,7.349884,5.427704,8.594116,11.843201,7.3379517,5.1584167,5.6636047
373,5.627289,3.7451172,6.659912,4.2480164,7.3047485,5.53479,8.422272,11.773865,7.610382,5.2521973,5.5863647
374,5.475067,3.8046875,6.662018,4.2800903,7.4549866,5.560913,8.463959,11.756287,7.664154,5.2870483,5.5900574
375,5.549225,3.8006287,6.4980164,4.237274,7.321411,5.6264343,8.429321,11.751709,7.4449463,5.123169,5.717346
376,5.5443115,3.8086548,6.56781,4.1307983,7.163208,5.605896,8.5425415,11.940338,7.7029724,5.1798096,5.716217
377,5.4808655,3.8529053,6.5201416,4.3101196,7.1517944,5.6444397,8.357788,11.81955,7.780731,5.3450317,5.7553406
378,5.6801147,3.8799744,6.6221313,4.2963257,7.2061462,5.446686,8.327576,11.836975,7.6855164,5.3355103,5.63208
379,5.863617,3.8934631,6.4759216,4.35849,7.188324,5.3318176,8.509155,11.769775,7.7216797,5.196411,5.776703
380,5.8223267,3.850586,6.401184,4.1593323,7.108734,5.421875,8.923981,11.956696,7.5992126,5.440277,5.7590637
381,5.6177673,3.8964539,6.5918274,4.1698,7.239624,5.535034,8.505188,11.921783,7.859436,5.2061768,5.7053223
382,5.514374,3.9421387,6.6685486,4.153137,7.311737,5.3683167,8.252777,11.711365,7.667389,4.9010925,5.7032776
383,5.4808044,4.0019836,6.607422,4.1908875,7.3779297,5.3537292,8.364197,11.801147,7.6030273,5.14093,5.6568604
384,5.6888123,3.9000244,6.4286804,4.294525,7.327545,5.493683,8.386566,11.894836,7.8938904,5.2811584,5.7673035
385,5.772522,3.9302368,6.6040344,4.3074646,7.3319397,5.5859375,8.364532,11.840149,7.916748,5.143463,5.73172
386,5.636383,3.9474792,6.694214,4.2621765,7.3874817,5.600952,8.730377,11.859741,7.7309875,5.1512756,5.6462097
387,5.562744,3.9801636,6.5648193,4.333313,7.2769775,5.503601,8.717743,11.887634,7.9649963,5.2477417,5.6932373
388,5.491455,4.0129395,6.5187073,4.196808,7.344452,5.3796997,8.187866,11.729034,7.8930054,5.2213135,5.8625793
389,5.7048035,3.8897095,6.609436,4.2459717,7.4226074,5.4718933,8.445587,11.827728,7.5587463,5.274597,5.967163
390,5.632538,3.8841858,6.63208,4.2437744,7.428406,5.570648,8.458221,11.914001,7.571472,5.3901367,5.723175
391,5.5565186,3.8675232,6.671356,4.221649,7.420166,5.606079,8.517822,12.130157,7.7645264,5.2995605,5.7308655
392,5.4842834,3.9176025,6.802948,4.272339,7.319763,5.5143433,8.4747925,11.974884,7.733124,5.334778,5.6771545
393,5.76947,3.8954163,6.739044,4.2803345,7.3283386,5.4040527,8.580811,11.97934,7.691345,5.413086,5.6705933
394,6.0667725,3.914795,6.7378235,4.191986,7.4190674,5.394867,8.435425,11.944641,7.681549,5.4654846,5.8067017
395,5.6922913,3.928955,6.637207,4.180023,7.227112,5.5377197,8.646545,11.953766,7.5548096,5.506897,5.7420654
396,5.419281,3.923584,6.494995,4.253418,7.137451,5.628418,8.9375,11.849762,7.777252,5.384186,5.8865967
397,5.4568176,3.9241638,6.6506042,4.2855225,7.158081,5.4344177,8.332336,11.734528,7.8165894,5.3375244,5.9286194
398,5.4949036,3.9266968,6.563843,4.289612,7.3086853,5.3832703,8.487793,11.992615,7.659363,5.436035,5.728943
399,5.550995,3.9979858,6.701782,4.278717,7.3019104,5.537781,8.545776,12.110565,7.779724,5.5954895,5.809784
400,5.73291,3.9293213,6.6300354,4.3502197,7.233185,5.774872,8.610809,12.033081,7.6983337,5.5621643,5.7409973
401,5.8759766,3.8962708,6.6838074,4.4072876,7.232727,5.413025,8.593811,11.904114,7.594269,5.340637,5.769928
402,5.920746,3.9884338,6.7711487,4.3978577,7.3065186,5.340912,8.775879,11.923218,7.706085,5.3156433,5.773773
403,5.811035,4.055908,6.5055847,4.346588,7.3239746,5.37265,8.881714,12.046326,7.778351,5.238617,5.712433
404,5.8480225,3.964203,6.539276,4.279663,7.3017883,5.467041,8.933655,11.821747,7.9581604,5.2086487,5.723053
405,5.8001404,3.921875,6.5567017,4.396332,7.3493958,5.5489197,8.800507,12.061096,7.7794495,5.3312683,5.7213745
406,5.667572,3.893158,6.6549377,4.2049255,7.53006,5.363861,8.800751,12.054596,7.8936462,5.268036,5.75473
407,5.544281,4.0059204,6.775543,4.2173157,7.5244446,5.3048096,8.722656,11.911896,7.802948,5.3547363,5.7418213
408,5.5126343,4.0225525,6.677429,4.4526978,7.542267,5.5200195,8.95517,12.015442,7.6729736,5.4436646,5.554199
409,5.569702,3.9594727,6.6061707,4.3122864,7.418335,5.6302185,8.842377,12.0130005,7.8814697,5.4053345,5.586334
410,5.5058594,3.997223,6.605591,4.22818,7.3943787,5.564026,8.586212,12.032684,7.8194275,5.318939,5.710388
411,5.806885,4.0064087,6.609314,4.307068,7.251068,5.4676514,8.59375,12.081757,7.8211365,5.4604187,5.6242065
412,5.916687,4.000519,6.60968,4.282379,7.2745056,5.6272583,8.575836,11.970184,7.7426147,5.3474426,5.5378113
413,5.895996,3.8926392,6.816681,4.3039856,7.3779907,5.6992493,8.6918335,12.026398,7.8150024,5.253784,5.654297
414,5.7281494,3.8214111,6.7373657,4.3201294,7.3083496,5.570923,8.94519,12.085876,7.8195496,5.369507,5.6390686
415,5.551941,3.760437,6.5685425,4.3193665,7.224762,5.604889,8.289337,12.023621,7.8074036,5.377838,5.7873535
416,5.670166,3.796936,6.7082825,4.3167114,7.350586,5.625824,8.41626,12.174347,7.879547,5.3479614,5.905731
417,5.5697327,3.8712463,6.821411,4.337097,7.409363,5.636688,8.732819,12.168457,7.849884,5.380066,5.80307
418,5.7283936,3.925293,6.7781677,4.273041,7.3500977,5.5243835,8.9809265,12.301849,7.8418884,5.267761,5.6614685
419,5.9230347,3.8665771,6.7410583,4.294861,7.2496643,5.6509094,8.670898,12.195557,7.885559,5.383545,5.650482
420,5.908539,3.9453125,6.6112366,4.355957,7.317383,5.694519,8.690399,12.106232,7.9856567,5.4839478,5.530121
421,5.714203,3.9312134,6.61499,4.3204346,7.1947937,5.454468,8.909729,12.124756,7.9322815,5.3904724,5.617981
422,5.578766,3.7825317,6.7400208,4.3782654,7.291321,5.401642,8.656921,12.345978,7.8307495,5.50708,5.5648804
423,5.4996643,3.9380493,6.6480713,4.3693237,7.4172974,5.487488,8.764526,12.268341,7.9248962,5.51355,5.530304
424,5.633667,3.8803406,6.740509,4.369629,7.494873,5.632477,8.961243,12.176147,7.891327,5.3487244,5.793152
425,5.619812,3.8869324,6.81192,4.398651,7.5061035,5.5769043,8.687256,12.281372,7.861328,5.2391357,5.719574
426,5.786072,3.8848267,6.8067627,4.515747,7.400482,5.432678,8.5963745,12.1441345,7.829651,5.1989136,5.669983
427,5.803894,3.9024048,6.6184387,4.2818604,7.4303894,5.5338745,8.754425,12.049622,7.9855957,5.2759705,5.7857056
428,6.037903,3.8508606,6.5770874,4.404724,7.536865,5.605316,8.748993,12.012146,7.791626,5.553833,5.7177734
429,6.0897827,3.8361816,6.7267456,4.2840576,7.43985,5.6430054,8.758026,12.230743,7.9922485,5.529419,5.749237
430,5.796692,3.9785461,6.886505,4.3582153,7.561981,5.468689,8.816467,12.276886,7.8975525,5.393036,5.73938
431,5.6547546,3.9700928,6.5921326,4.2888184,7.4470825,5.514862,9.05777,12.146027,7.934387,5.3832397,5.8344727
432,5.768158,3.953125,6.5354004,4.307678,7.5829773,5.4804993,8.893677,12.1258545,7.922394,5.3397217,5.6679077
433,5.789795,4.0094604,6.658386,4.2921143,7.481476,5.396332,8.793457,12.161163,7.848938,5.3668213,5.8486633
434,5.846283,4.0677185,6.6026917,4.3930664,7.3971252,5.4545593,8.852234,12.157043,7.958893,5.5540466,5.75412
435,5.9694214,4.0138855,6.7471924,4.2341003,7.3451843,5.4090576,8.914276,12.040192,7.8792114,5.5243225,5.605835
436,5.936432,4.0211487,6.747101,4.307373,7.39563,5.325836,8.782501,12.216858,7.932556,5.5454407,5.6842346
437,5.8522644,3.9005737,6.8320007,4.36557,7.398987,5.3052063,9.127075,12.1519165,7.9801636,5.5796204,5.8793945
438,5.776123,3.9660645,6.815033,4.266327,7.4276733,5.474121,8.831482,12.249908,7.896179,5.4371033,5.91037
439,5.7938843,4.0282288,6.706787,4.2983093,7.350342,5.430542,8.665314,12.092194,7.95224,5.37027,5.849701
