,0,1,2,3,4,5,6,7,8,9,10
63,286.77686,287.40118,285.0656,286.20413,286.69284,286.80292,286.6268,287.37515,285.8238,287.541,286.9769
64,286.9293,287.36014,284.97897,286.2811,286.73657,286.9052,286.49277,287.36337,285.99127,287.52576,286.66022
65,286.80173,287.43283,285.09494,286.17996,286.87375,286.6865,286.6163,287.5287,285.927,287.4318,286.75653
66,286.82413,287.36844,285.02396,286.26056,286.92825,286.57047,286.86343,287.58133,285.8539,287.56003,286.8626
67,287.0491,287.42636,284.98422,286.1904,286.84485,286.56497,286.76828,287.3411,285.92377,287.62238,286.692
68,287.08502,287.42468,285.13733,286.249,286.77066,286.66788,286.45767,287.3222,285.80325,287.3802,286.89923
69,286.7858,287.38367,285.1986,286.33182,286.7291,286.89447,286.5286,287.44803,285.8842,287.42108,286.99722
70,286.78528,287.5384,285.17554,286.21402,286.57724,286.90424,286.515,287.38757,285.97354,287.43018,286.9745
71,286.87952,287.4964,285.22046,286.40616,286.8251,286.88898,286.82172,287.68518,285.66666,287.15994,286.9991
72,286.89948,287.45334,285.23367,286.2479,286.65933,286.56653,286.98608,288.10083,285.70444,287.30508,286.90186
73,287.09225,287.40564,285.25983,286.09372,286.79007,286.50543,286.7819,287.95746,285.92667,287.59613,286.8729
74,287.1761,287.44717,285.23138,286.23257,286.83026,286.53717,286.63925,287.90353,285.7982,287.511,286.87585
75,287.08636,287.38263,285.23532,286.09253,286.83533,286.77136,286.3813,287.65842,285.83282,287.44873,286.87283
76,286.7831,287.36105,285.1979,286.14648,286.88522,286.9135,286.2087,287.70776,285.81445,287.2346,287.10803
77,286.76944,287.37976,285.04236,286.21173,286.82758,286.62668,286.70282,287.62952,285.89398,287.16492,287.03506
78,286.8006,287.33517,285.07938,286.13953,286.78403,286.58286,287.16104,287.7363,285.7748,287.41092,287.04636
79,286.85117,287.28152,285.0296,286.2567,286.8053,286.6532,286.69772,288.25345,285.91013,287.46597,286.89157
80,287.038,287.29657,285.11374,286.19717,286.7872,286.6687,286.4014,288.38632,285.8484,287.204,286.92743
81,286.93442,287.38046,285.18848,286.2258,286.76578,286.59964,286.51172,288.04947,285.96338,287.3238,286.75345
82,286.89362,287.37024,285.42737,286.35007,286.66605,286.72964,286.93185,287.84457,285.87225,287.58502,286.80475
83,286.96982,287.43872,285.317,286.42227,286.62103,286.8601,286.76688,287.84085,285.89383,287.6562,286.8631
84,286.99985,287.4508,285.23886,286.30197,286.60822,286.66458,286.56506,287.82266,285.88025,287.49368,286.82852
85,286.99167,287.48,285.16943,286.1371,286.69885,286.5714,286.55966,287.7726,285.81714,287.35898,287.03537
86,287.00388,287.47137,285.0973,286.25397,286.79034,286.6865,286.95892,287.69336,285.8692,287.47876,286.9962
87,286.9391,287.52136,285.09012,286.29843,286.91968,286.78937,286.8986,287.54816,285.84396,287.4131,286.80072
88,286.8311,287.52124,285.30994,286.2183,286.92426,286.68942,286.77765,287.88586,286.02902,287.41895,286.80258
89,286.7432,287.51312,285.4111,286.18436,286.89117,286.68808,286.39957,287.99625,285.79355,287.48752,286.81082
90,286.98145,287.38733,285.17996,286.1916,286.88278,286.7532,286.36484,287.63803,285.759,287.54453,286.7351
91,286.92072,287.38885,285.19412,286.32486,286.93314,286.66434,286.71063,287.58524,285.91592,287.52176,286.78253
92,286.84988,287.4713,285.3816,286.13666,286.77173,286.5707,286.90186,287.4739,285.72037,287.58716,287.00662
93,286.87253,287.3401,285.0151,286.06418,286.84235,286.42108,286.38617,287.34482,285.83585,287.64417,286.93704
94,286.98184,287.40536,285.03024,286.14514,286.77933,286.64017,286.64627,287.40594,285.96408,287.53693,286.78482
95,287.1872,287.53476,285.14633,286.1311,286.8422,287.00037,286.57993,287.48755,285.9721,287.43317,286.78506
96,287.25113,287.50122,285.15543,286.29648,286.84583,286.9912,286.49164,287.4698,285.86624,287.42438,286.87305
97,286.9432,287.50812,285.10562,286.3383,286.91452,286.7234,286.6382,287.29132,285.8535,287.41388,286.8652
98,286.882,287.488,285.2617,286.2206,286.94543,286.66418,286.97903,287.47665,285.8498,287.56,286.76962
99,286.8912,287.42365,285.20633,286.20355,286.8275,286.79214,286.76407,287.67166,286.05768,287.6501,286.81992
100,286.87723,287.4371,285.18616,286.13834,286.93323,286.87363,,287.62,285.7862,287.5794,286.86813
101,286.90347,287.41278,285.29636,286.2875,286.83026,286.72308,,287.7574,285.97864,287.5801,286.82437
102,286.89053,287.49567,285.06747,286.1923,286.85544,286.6718,,287.68454,286.03168,287.4729,286.9523
103,286.911,287.54352,285.0915,286.20496,286.78763,286.86996,,287.87463,285.91837,287.4281,286.99426
104,286.744,287.43747,285.1199,286.41318,286.9069,286.9344,,287.74777,285.84714,287.3915,286.94238
105,286.75403,287.49203,285.09644,286.40253,286.77597,286.77734,,287.75116,285.95322,287.38742,286.81036
106,286.93527,287.54373,285.03302,286.2691,286.7612,286.853,,287.88937,286.1034,287.54138,286.81006
107,286.901,287.4992,285.07858,286.24753,286.79456,286.75824,,287.8468,285.98996,287.39105,286.86356
108,286.85855,287.31668,285.2162,286.3143,286.7025,286.77197,,287.716,286.11496,287.35464,286.75745
109,286.88248,287.46722,285.1817,286.2242,286.73477,286.9018,,287.6177,286.07626,287.4202,286.89682
110,286.88428,287.36197,284.98862,286.1036,286.75684,286.82877,,287.57684,286.0176,287.4329,286.90393
111,287.09106,287.35928,284.984,286.16733,286.58148,286.66263,,287.62466,286.06693,287.40656,286.84937
112,287.22797,287.40854,285.11713,286.24814,286.7081,286.57605,,287.7038,286.14844,287.59756,286.9471
113,287.1292,287.27158,285.1631,286.14392,286.70193,286.731,,287.5886,286.15762,287.85806,286.9349
114,286.97458,287.3158,285.15942,286.08136,286.56744,286.88126,,287.55737,286.05414,287.72833,286.91415
115,286.74677,287.43076,285.04822,286.14688,286.52835,286.89496,,287.38354,286.06085,287.55344,287.0506
116,286.69223,287.3726,285.0013,286.19263,286.56882,286.56125,,287.4988,286.07736,287.4967,287.07596
117,286.67993,287.42657,285.07346,286.20117,286.6116,286.61542,,287.5634,286.03882,287.5458,286.93182
118,286.96085,287.40735,285.06522,286.22974,286.5771,287.01663,,287.37454,285.9433,287.5456,286.92444
119,287.0395,287.31174,284.92743,286.24756,286.72595,287.11945,,287.33603,286.01562,287.5074,286.9248
120,286.9816,287.26776,285.0792,286.12967,286.6494,286.733,,287.33755,286.0535,287.62897,287.06003
121,286.89905,287.32632,285.16925,286.10287,286.55194,286.56583,,287.2725,286.1532,287.5846,287.09927
122,286.8697,287.34323,285.29172,286.21982,286.61807,286.8233,,287.54514,286.0416,287.41537,286.96335
123,286.9076,287.37723,285.37277,286.1176,286.68744,286.94965,,287.55627,286.12024,287.28696,286.83273
124,287.04044,287.4167,285.19,286.15823,286.6032,286.83017,,287.6672,286.20535,287.2479,286.75488
125,287.00568,287.47592,284.98343,286.1463,286.5249,286.5962,,287.5875,286.21088,287.32086,286.88904
126,286.7752,287.32022,285.06125,286.19736,286.632,286.8794,,287.62747,286.33646,287.46283,286.8651
127,286.8472,287.3052,285.18246,285.9966,286.5714,286.96472,,287.6847,286.0426,287.55585,286.7254
128,287.0001,287.42624,285.2843,285.9705,286.48398,286.50714,,287.46954,286.0605,287.60983,286.72928
129,286.9144,287.5574,285.33948,286.06494,286.54578,286.4655,,287.4088,286.04453,287.63837,286.87244
130,287.091,287.44333,285.1366,286.03433,286.59082,286.6413,,287.52975,286.09503,287.56256,286.95248
131,287.05157,287.45407,285.1366,286.0248,286.7786,286.80478,,287.7007,286.04993,287.65155,286.98648
132,286.86923,287.6074,285.37936,286.14914,286.73257,287.00693,,287.57785,286.15845,287.60422,286.95627
133,286.99066,287.58823,285.2772,286.05728,286.60315,286.91193,,287.53796,286.34512,287.57144,286.93304
134,287.08423,287.5045,285.26276,286.09637,286.55524,286.59988,,287.5203,286.10883,287.49008,286.87625
135,286.9494,287.48663,285.06677,286.14566,286.62363,286.54367,,287.8099,286.18298,287.41956,286.9015
136,286.70258,287.57196,285.27026,286.231,286.69012,286.7975,,287.6441,286.04535,287.37228,286.937
137,286.72064,287.49457,285.28232,286.11664,286.87695,286.81226,,287.62573,286.16345,287.49698,286.72705
138,286.8085,287.55695,285.3093,286.05328,286.72467,286.69513,,287.68246,286.26147,287.6195,286.8003
139,286.9334,287.53534,285.15417,286.1696,286.76056,286.80466,,287.81876,286.18643,287.44864,286.77106
140,287.12164,287.56232,285.10086,286.1438,286.75323,287.04343,,287.56866,286.05103,287.4413,286.7886
141,286.94843,287.56534,285.14725,286.23892,286.9876,286.76083,,287.6845,286.05954,287.38293,286.89935
142,286.97003,287.50543,285.05954,286.0942,286.9106,286.56775,,287.74854,286.1628,287.45688,286.9239
143,287.175,287.55948,285.27518,286.14258,286.79794,286.6385,,287.57526,286.2386,287.62823,286.88126
144,286.8839,287.67188,285.23206,286.18576,286.82388,286.75836,,287.65115,286.2428,287.5595,286.87506
145,286.73627,287.53064,285.28836,286.15356,286.87766,286.8993,,287.70755,286.09314,287.42163,286.84613
146,286.8717,287.41382,285.31128,286.1386,286.92838,287.09558,,287.5131,286.0438,287.62695,286.871
147,287.0053,287.49127,285.27377,286.0676,286.80637,286.79507,,287.5843,286.0388,287.7356,286.93475
148,286.94022,287.4996,285.13876,286.12698,286.87823,286.54474,,287.49414,286.2099,287.50156,287.03998
149,286.99844,287.42297,285.15402,286.17096,286.83633,286.52673,,287.46902,286.15817,287.30917,287.01532
150,286.8612,287.4618,285.0899,286.18106,286.7955,286.7052,,287.49292,286.14346,287.17126,287.0407
151,286.85352,287.50333,284.9904,286.2146,286.78995,286.9366,,287.54855,285.96237,287.2148,286.829
152,286.8924,287.4488,285.09207,286.23175,286.82858,286.8401,,287.51227,286.17722,287.3442,286.69113
153,286.89423,287.4459,285.06403,286.2246,286.7677,286.6525,,287.67026,285.99445,287.58823,286.78687
154,286.97333,287.40643,285.0784,286.08813,286.7397,286.70288,,287.5038,285.85666,287.53674,286.84598
155,286.97974,287.4753,285.1419,285.9937,286.74915,286.71637,,287.32986,286.0828,287.5585,286.77338
156,287.19504,287.50195,285.33426,286.09033,286.75058,286.65216,,287.43857,286.01,287.5776,286.71692
157,287.26575,287.4362,285.33792,286.11038,286.64246,286.66974,,287.68958,286.04868,287.4378,286.86612
158,286.8964,287.49408,285.21375,286.1044,286.65845,286.86493,,287.53375,286.06924,287.24765,286.81174
159,286.82343,287.53366,285.30487,286.04395,286.67697,286.9046,,287.5955,286.10312,287.43317,286.79013
160,287.0239,287.38293,285.2883,286.16132,286.70752,286.69623,,287.47455,285.95493,287.74298,286.80133
161,286.90164,287.5062,285.15375,286.0281,286.72302,286.6683,,287.36722,286.19174,287.86258,286.75284
162,287.02585,287.56808,285.03088,286.30655,286.89,286.709,,287.603,286.06808,287.66547,286.87976
163,287.04874,287.51138,285.1717,286.14694,286.7301,286.77325,,287.62033,286.00446,287.4589,287.01495
164,287.10046,287.4832,285.1738,286.1692,286.88992,286.7927,,287.69843,286.12674,287.3783,286.9033
165,287.24243,287.42395,285.26196,286.26215,286.86588,286.90662,,287.65695,286.00745,287.30573,286.77628
166,287.28424,287.5022,285.22214,286.1426,286.8128,286.91843,,287.74512,286.0506,287.45844,286.9462
167,286.91104,287.48087,285.27844,286.15686,286.6831,286.87897,,287.82077,285.84244,287.54755,287.1624
168,286.9085,287.53607,285.2106,286.2467,286.5569,286.73843,,287.55118,286.0611,287.65756,287.07703
169,286.8968,287.47458,285.11453,286.19653,286.55673,286.63834,,287.4867,285.9957,287.596,286.90045
170,286.72858,287.44217,285.23413,286.0902,286.64487,286.691,,287.54813,285.9986,287.362,286.9147
171,286.88538,287.4236,285.09283,286.0955,286.69534,286.65833,,287.40976,286.043,287.43494,286.82602
172,287.06927,287.46637,285.27008,285.91916,286.6741,286.6867,,287.58957,285.9351,287.3949,286.91998
173,287.3024,287.43472,285.13373,285.89453,286.55258,286.73328,,287.81332,285.84518,287.5295,286.80573
174,287.28027,287.39362,285.1421,286.113,286.56378,286.77484,,287.7686,285.8958,287.68536,286.74915
175,286.8909,287.39056,285.2852,286.16653,286.54556,286.71478,,287.54782,285.8606,287.64514,286.7609
176,286.81845,287.31705,285.21207,286.083,286.5985,286.68054,,287.69067,285.80542,287.39737,286.9145
177,286.8177,287.3857,285.16925,286.15512,286.69366,286.6617,,287.69815,285.95477,287.33762,287.02472
178,286.89822,287.47665,285.12622,286.09262,286.76794,286.70044,,287.55994,286.02603,287.33264,286.83878
179,286.89496,287.30682,285.04083,286.1017,286.64886,286.86285,,287.57108,285.9413,287.324,286.64044
180,286.8551,287.37964,285.03583,286.1142,286.42838,286.56277,,287.7464,285.78558,287.2355,286.69922
181,286.9458,287.4759,285.16852,286.1225,286.64426,286.60583,,287.6747,285.9618,287.36804,286.738
182,287.16895,287.49826,285.0528,286.15735,286.6044,286.61005,,287.42755,285.952,287.41418,286.59866
183,287.1943,287.42615,284.95648,286.0923,286.7056,286.5255,,287.43304,285.85196,287.3931,286.57028
184,287.04797,287.4508,285.08374,286.02612,286.5149,286.74097,,287.61508,285.80984,287.45737,286.71884
185,287.1646,287.29706,285.0377,286.09998,286.59665,286.82526,,287.60977,285.84296,287.48837,286.8764
186,287.0695,287.41257,285.00775,285.9286,286.50253,287.01767,,287.34393,285.8933,287.5081,286.7636
187,286.93195,287.55963,284.93167,285.96814,286.4818,286.93527,,287.30368,285.90982,287.53223,286.5887
188,286.91803,287.49954,284.95468,286.04858,286.46646,286.55783,,287.59927,285.59955,287.542,286.66254
189,286.9675,287.48596,285.058,285.8246,286.55035,286.41913,,287.46445,285.74704,287.58905,286.86728
190,286.91095,287.48267,285.33597,285.85226,286.66986,286.52466,,287.23328,285.8562,287.4487,286.81094
191,286.86838,287.48093,285.1169,285.89896,286.85718,286.79092,,287.44577,285.7819,287.3829,286.64984
192,286.86993,287.51727,285.11325,285.86383,286.9551,286.89963,,287.46866,285.68802,287.7325,286.65662
193,286.9444,287.45633,285.13583,286.0569,286.8134,286.61658,,287.4181,285.7951,287.79483,286.81476
194,286.92795,287.47192,285.15796,286.01,286.70657,286.64835,,287.63663,285.76544,287.54468,286.92172
195,286.8846,287.43622,285.04587,286.06586,286.75793,286.68585,,287.4465,285.6915,287.2882,286.74976
196,286.97275,287.46002,285.0149,286.12796,286.7048,286.77054,,287.66068,285.73114,287.1372,286.71045
197,287.09012,287.36523,284.9683,285.9764,286.63663,286.63208,,287.66446,285.844,287.29892,286.6867
198,287.10178,287.44275,285.0512,286.10925,286.64,286.53873,,287.40308,285.79205,287.3724,286.77444
199,286.9701,287.48785,285.18253,286.1481,286.5945,286.53262,,287.42603,285.86652,287.38187,286.7671
200,286.88885,287.40277,284.95792,286.1416,286.8102,286.8429,,287.59836,285.73874,287.19217,286.71432
201,287.00278,287.4835,285.12177,286.02588,286.78528,286.96457,,287.6654,285.6898,287.26337,286.74316
202,287.08212,287.51205,285.1665,286.04562,286.71887,286.58624,,288.1636,285.75174,287.4729,286.88913
203,287.03256,287.32065,285.05862,286.05124,286.764,286.61172,,287.96368,285.84488,287.67056,287.05582
204,286.91583,287.44073,285.0704,286.0117,286.69864,286.67844,,287.79507,285.81924,287.56723,287.0112
205,286.96518,287.3701,285.128,285.96307,286.749,286.55896,,287.7239,285.63202,287.4657,286.79736
206,286.9505,287.40167,285.1649,286.00284,286.9289,286.47797,,287.7014,285.78104,287.5711,286.81802
207,287.03348,287.4981,285.13977,285.90344,286.81036,286.73102,,287.77713,285.74588,287.45084,286.8
208,286.92395,287.30286,285.2006,286.02414,286.74954,286.97754,,287.56476,285.6069,287.28656,286.7957
209,286.87244,287.45355,285.18195,286.08194,286.88455,286.90097,,287.34778,285.69742,287.20227,286.82553
210,286.85736,287.41577,285.26538,286.10187,286.8863,286.53253,,287.59482,285.841,287.0789,286.87885
211,286.81216,287.39148,285.25552,286.1778,286.92313,286.80695,,287.44098,285.8479,287.34683,286.68442
212,286.7471,287.54532,285.02347,286.05978,286.92422,286.87485,,287.58035,285.9299,287.51343,286.547
213,286.9257,287.49765,284.953,286.0355,286.85733,286.91635,,287.7394,285.90137,287.68143,286.64062
214,286.9455,287.38675,285.1996,286.0638,286.86694,286.49417,,287.781,285.85962,287.41068,286.567
215,286.9498,287.48254,285.25082,285.91086,286.81766,286.49545,,287.5305,285.90466,287.1263,286.84808
216,286.9243,287.4744,285.18567,285.94427,286.893,286.60983,,287.61337,285.68237,287.27756,286.96896
217,286.95575,287.40607,285.10995,286.01196,286.9092,286.97043,,287.57318,285.66852,287.2294,286.85556
218,287.13098,287.52084,285.19107,286.03528,286.8711,286.78174,,287.5155,285.8073,287.26483,286.98596
219,287.0614,287.45544,285.24704,286.131,286.88873,286.5154,,287.38446,285.79364,287.42053,286.8767
220,286.89493,287.51697,285.2284,285.9825,286.9252,286.53378,,287.38318,285.82712,287.40723,286.82593
221,286.91446,287.52582,285.14417,285.92368,287.06326,286.88876,,287.54068,285.8333,287.36276,286.94205
222,287.0774,287.4792,285.1632,285.9337,287.03497,287.07364,,287.63965,285.88443,287.49548,286.8853
223,287.0664,287.44028,285.0827,285.92096,287.0032,286.7634,,287.78244,285.7765,287.45538,286.97675
224,286.99887,287.53525,285.316,285.9747,286.98175,286.52243,,287.77133,285.7816,287.4331,286.88687
225,286.93475,287.49612,285.18918,285.88202,287.0328,286.7336,,287.8914,285.70035,287.2291,286.87796
226,286.82596,287.49704,285.19257,285.92142,286.91605,286.77057,,287.56735,285.815,287.3463,286.94946
227,286.9553,287.46182,285.17496,285.9829,286.90475,286.6908,,287.47803,285.6778,287.3912,286.97156
228,287.02902,287.45322,285.1333,285.9014,286.89963,286.64142,,287.58313,285.7574,287.48276,287.0259
229,286.88278,287.47644,285.18036,285.9414,287.06223,286.5535,,287.76535,285.85852,287.12723,287.17813
230,287.005,287.4674,285.22803,286.0723,287.06473,286.68326,,287.7973,285.9285,287.28735,287.04306
231,287.17862,287.38873,285.38626,286.11542,286.90976,286.7838,,287.90805,286.01865,287.55728,286.88342
232,287.12497,287.41232,285.1571,286.07776,287.00226,286.75983,,287.9478,285.79453,287.45715,286.83713
233,286.91266,287.47757,285.0382,286.16095,287.0222,286.6282,,288.0739,285.85193,287.25623,286.65683
234,286.91666,287.3344,285.03476,286.10632,287.0504,286.60693,,287.97906,285.8935,287.23575,286.6755
235,286.8932,287.36688,285.12653,286.0817,286.95294,286.7046,,287.76855,285.83902,287.45996,286.81766
236,287.00705,287.3841,285.2277,286.1022,286.88943,286.79333,,287.66376,285.9976,287.63742,286.65695
237,287.0091,287.26636,285.25824,286.01404,286.83167,286.82034,,287.56018,285.85745,287.68613,286.6976
238,286.9984,287.29767,285.29187,286.00027,286.7578,286.5789,,287.64948,285.6428,287.78763,286.90228
239,287.05685,287.36456,285.14243,286.09048,,286.5331,,287.63513,285.94354,287.66043,286.79544
240,286.81754,287.3498,285.20193,286.09174,,286.75018,,287.64133,285.91037,287.77045,286.78397
241,286.72357,287.43542,285.26404,285.95145,,286.93555,,287.79965,285.6621,287.58063,286.96713
242,286.8103,287.40894,285.3343,286.04556,,286.72412,,287.83676,285.84067,287.46265,287.11804
243,286.90866,287.34332,285.29355,286.1781,,286.58176,,287.87976,285.99408,287.2328,287.01462
244,287.0873,287.38892,285.06512,286.0464,,286.61823,,287.8234,285.95923,287.31583,286.89233
245,287.0623,287.41162,285.23392,286.0698,,286.87656,,287.65866,285.9649,287.38535,286.81302
246,286.87247,287.31543,285.15207,286.16095,,287.0228,,287.72916,285.84595,287.25876,286.77667
247,286.87405,287.44257,285.09436,286.09702,,286.7379,,287.6454,285.91492,287.30896,286.8165
248,286.8996,287.41614,285.21274,286.11624,,286.4711,,287.74054,285.9114,287.64172,286.8091
249,286.76578,287.33267,285.2657,286.05286,,286.47256,,287.72058,285.95712,287.6668,286.94583
250,286.94818,287.41293,285.14853,285.90778,,286.69727,,287.49167,286.08292,287.59583,286.9779
251,286.98297,287.45508,285.06512,286.0379,,286.89642,,287.57217,286.13895,287.43835,286.87476
252,286.92743,287.42014,284.97034,285.98663,,287.01935,,287.39307,286.0356,287.4253,286.99506
253,287.01047,287.39554,285.12814,286.11557,,286.65918,,287.61725,285.92065,287.35178,287.03452
254,287.01016,287.3887,285.10913,285.9397,,286.64856,,287.48486,286.06592,287.58484,287.12885
255,287.1634,287.32254,285.07462,286.12515,,286.79056,,287.54068,286.1099,287.55356,287.003
256,287.1035,287.4386,285.15198,286.01944,,286.70886,,287.5786,286.2157,287.5684,286.85382
257,287.08688,287.389,285.21863,285.89124,,286.60333,,287.51843,286.02087,287.5759,286.8387
