,MPIESM12,MPIESM11,IPSLCM5A,HadGEM2,HadCM3L,GISSE2R,FAMOUS,ECHAM5MPIOM,CNRMCM61,CESM104,CCSM3II,CCSM3
0,2.300253970903179,2.148782431149415,2.506921019705046,1.8586074772022403,2.0834448704133637,3.2463394694792753,2.0089479228311165,2.103424824159729,2.0316877823232926,2.1621478094193307,2.4598212194462894,2.293042985524974
1,1.7470527975001917,1.8966564489398552,2.6084387535757823,2.058914522047202,2.4584680862710426,2.2598530001406276,1.7272273486661052,2.228182050802249,2.1152375167321154,2.2382140763569813,2.319024500727458,1.6625711270591772
2,1.7765417474368628,1.7405862568383614,2.1658373644384104,1.7408834193612996,1.9689790819833917,2.167821397323273,1.8187503347550769,2.139424378508128,1.839648637785206,2.1397727056794698,1.8593231272684378,1.4402579216387088
